release_date,rating_count,rating_avg,movieId,movieIdx 
2005-01-01,,,31073,12250
2003-01-01,,,31076,12251
2003-09-28,,,31078,12252
2006-01-01,,,31082,12253
1988-09-09,,,31083,12254
1980-05-01,,,31086,12255
2003-01-01,1,4.00,31101,12256
1961-01-21,1,3.00,31104,12257
1953-12-03,1,3.00,31109,12258
2008-12-31,,,31111,12259
2004-09-14,1,4.00,31114,12260
1971-01-01,2,4.00,31116,12261
2004-08-27,1,1.00,31117,12262
1963-01-01,1,5.00,31118,12263
1965-07-01,,,31119,12264
1964-01-01,,,31122,12265
1966-11-01,,,31123,12266
1969-05-01,,,31124,12267
1968-05-08,,,31125,12268
1987-10-01,,,31127,12269
1985-01-01,,,31128,12270
1990-01-01,,,31129,12271
1988-12-01,,,31131,12272
1997-10-17,,,31132,12273
1976-01-01,,,31134,12274
1977-10-26,,,31139,12275
2000-09-27,,,31140,12276
2001-09-30,,,31142,12277
2007-10-14,,,31147,12278
1940-09-21,,,31148,12279
1989-01-27,2,4.00,31150,12280
2009-01-01,,,31160,12281
1999-06-12,,,31161,12282
2009-12-31,2,2.50,31162,12283
1949-07-07,,,31167,12284
2009-04-19,1,2.00,31169,12285
1979-07-13,,,31179,12286
1999-11-07,,,31183,12287
2008-12-03,1,5.00,31184,12288
2009-02-12,,,31185,12289
2009-09-13,,,31189,12290
2010-01-29,,,31196,12291
1979-02-09,,,31200,12292
2009-09-30,,,31203,12293
1946-10-10,,,31206,12294
2009-09-02,,,31208,12295
1978-09-14,,,31214,12296
2008-06-01,,,31216,12297
1989-06-01,,,31219,12298
2008-12-01,10,2.60,31221,12299
2009-01-01,,,31222,12300
2007-09-14,,,31223,12301
2005-01-28,,,31227,12302
2008-03-12,,,31237,12303
1966-01-05,,,31240,12304
2003-01-01,,,31242,12305
1958-07-17,,,31243,12306
1996-01-01,,,31244,12307
1988-07-14,,,31245,12308
2003-06-20,,,31246,12309
2007-01-01,,,31248,12310
1979-01-01,,,31251,12311
1968-04-25,1,5.00,31253,12312
1961-01-01,,,31254,12313
1966-01-01,,,31258,12314
2010-02-16,,,31261,12315
2008-01-31,,,31262,12316
1984-02-13,,,31263,12317
1982-12-13,,,31264,12318
1967-12-01,,,31265,12319
1964-12-10,2,4.00,31270,12320
1999-02-08,,,31273,12321
1964-01-01,,,31275,12322
1990-01-01,,,31276,12323
2005-01-01,,,31277,12324
1956-07-01,,,31280,12325
1989-01-01,,,31281,12326
1944-10-27,1,1.00,31282,12327
1971-11-08,,,31283,12328
1960-12-08,,,31286,12329
1962-06-08,,,31287,12330
2006-03-24,,,31289,12331
1991-06-08,1,1.00,31290,12332
1989-08-25,,,31292,12333
1953-11-27,,,31293,12334
1985-01-01,,,31295,12335
1962-12-01,,,31297,12336
2008-10-06,,,31299,12337
1987-05-14,,,31300,12338
1992-02-19,,,31303,12339
1999-10-22,1,1.00,31306,12340
1941-12-09,,,31309,12341
1966-07-01,,,31319,12342
2000-04-13,,,31321,12343
1941-03-07,1,4.00,31324,12344
2006-09-13,,,31325,12345
2005-04-13,,,31329,12346
1999-05-19,,,31336,12347
2009-03-19,,,31337,12348
2001-01-01,,,31338,12349
2008-03-19,,,31340,12350
2006-06-15,,,31341,12351
1973-01-01,,,31343,12352
1965-03-31,,,31344,12353
1968-04-03,,,31345,12354
2000-07-15,1,1.00,31347,12355
1998-05-15,,,31353,12356
2002-12-17,1,3.00,31354,12357
2001-11-14,,,31355,12358
2001-02-07,,,31359,12359
1981-05-22,,,31361,12360
1988-09-28,,,31362,12361
2005-04-22,2,2.50,31364,12362
1955-07-12,2,2.50,31374,12363
2008-01-01,,,31377,12364
1994-03-17,,,31380,12365
1971-08-23,,,31382,12366
1964-02-10,,,31383,12367
1987-10-13,,,31385,12368
2004-01-01,,,31389,12369
2005-01-01,,,31390,12370
1960-04-15,,,31392,12371
1957-06-28,,,31393,12372
1964-06-27,1,1.00,31396,12373
1988-01-01,,,31397,12374
1970-01-01,1,1.00,31398,12375
1984-02-23,,,31400,12376
1985-01-01,,,31401,12377
1977-01-01,,,31402,12378
1928-11-20,1,5.00,31404,12379
1976-02-01,,,31405,12380
1981-05-04,,,31407,12381
1976-01-01,2,4.50,31408,12382
1931-08-01,1,4.00,31409,12383
1985-08-01,20,4.20,31410,12384
1928-09-16,1,3.00,31411,12385
1978-01-01,1,1.00,31412,12386
2001-12-31,1,5.00,31413,12387
1994-02-08,,,31414,12388
1928-09-15,,,31416,12389
1960-01-11,0,,31417,12390
2008-05-21,1,5.00,31418,12391
2006-04-11,1,1.00,31421,12392
2005-01-20,2,2.00,31422,12393
1959-11-03,1,5.00,31427,12394
1978-11-27,,,31428,12395
2005-02-04,1,1.00,31431,12396
2005-02-04,3,4.67,31433,12397
2004-10-15,2,5.00,31435,12398
2004-08-07,3,4.00,31437,12399
1994-06-30,0,,31439,12400
2000-01-01,,,31443,12401
1940-01-01,1,2.00,31445,12402
1988-01-01,,,31448,12403
2005-07-07,,,31450,12404
2008-09-26,,,31451,12405
2009-12-18,,,31453,12406
2003-04-25,1,2.00,31459,12407
2002-01-01,1,1.00,31460,12408
1985-04-19,,,31462,12409
2006-01-20,,,31463,12410
1971-01-17,,,31472,12411
1998-11-16,,,31473,12412
1966-08-18,,,31486,12413
1940-09-20,1,3.00,31498,12414
1999-01-01,,,31501,12415
2001-12-12,1,3.00,31502,12416
1924-02-13,,,31506,12417
1920-09-03,,,31509,12418
1933-05-27,1,2.00,31511,12419
2006-01-01,,,31512,12420
1947-12-26,,,31513,12421
1971-12-16,,,31515,12422
1961-09-06,2,3.00,31522,12423
2002-06-07,,,31525,12424
1934-05-09,,,31527,12425
1932-08-13,,,31532,12426
1975-04-15,,,31534,12427
1998-03-13,,,31535,12428
1978-09-21,,,31542,12429
1991-05-01,,,31544,12430
1977-12-01,1,5.00,31547,12431
2009-01-01,1,4.00,31549,12432
1979-03-03,,,31551,12433
1954-08-06,,,31555,12434
2003-03-24,,,31557,12435
1952-11-12,,,31559,12436
1953-09-01,,,31560,12437
1945-12-11,1,2.00,31561,12438
1987-01-16,,,31563,12439
1993-08-07,,,31578,12440
1976-10-31,1,2.00,31579,12441
1999-11-26,,,31582,12442
1989-10-27,,,31583,12443
1994-07-22,0,,31586,12444
1973-04-11,1,4.00,31587,12445
1960-09-15,,,31589,12446
1932-10-20,,,31592,12447
1973-05-01,,,31596,12448
1990-09-21,1,5.00,31597,12449
1984-10-05,,,31601,12450
1966-02-17,,,31602,12451
1975-12-19,1,5.00,31604,12452
1973-01-01,,,31605,12453
1985-01-01,,,31609,12454
1973-01-04,,,31624,12455
2006-08-09,,,31626,12456
2009-01-16,,,31629,12457
1991-04-05,,,31633,12458
1960-02-01,,,31634,12459
1997-07-07,1,3.00,31641,12460
1993-12-24,0,,31642,12461
1994-03-30,1,5.00,31643,12462
1971-12-17,1,5.00,31644,12463
1990-01-01,,,31647,12464
1990-12-21,,,31651,12465
1985-02-15,,,31652,12466
1975-01-01,1,1.00,31654,12467
1974-02-11,,,31656,12468
1967-11-01,27,4.37,31658,12469
1986-04-17,,,31659,12470
2004-07-17,2,4.00,31660,12471
1982-04-16,1,2.00,31661,12472
1948-12-01,1,3.00,31664,12473
1982-01-01,,,31665,12474
2001-10-14,,,31668,12475
1999-11-24,1,3.00,31670,12476
1975-05-21,,,31671,12477
1970-09-17,,,31672,12478
1989-02-10,,,31674,12479
1970-09-16,1,4.00,31675,12480
1990-10-05,,,31676,12481
1970-01-01,,,31677,12482
1929-11-23,,,31678,12483
1981-02-13,,,31679,12484
2008-01-01,,,31680,12485
1957-02-22,1,5.00,31682,12486
2005-02-10,24,3.46,31685,12487
2009-07-21,,,31686,12488
2009-10-27,,,31687,12489
2008-01-01,,,31688,12490
2005-02-11,1,5.00,31689,12491
1992-01-01,,,31692,12492
1985-01-01,3,2.33,31694,12493
1981-12-02,,,31695,12494
2005-02-08,25,3.52,31696,12495
1987-01-01,1,3.00,31700,12496
1988-01-01,,,31701,12497
1980-03-07,1,5.00,31703,12498
1952-05-03,,,31713,12499
2009-02-16,,,31714,12500
2001-06-18,,,31715,12501
1977-08-24,,,31718,12502
2003-03-11,1,1.00,31724,12503
1965-10-03,2,3.50,31737,12504
1961-09-21,1,4.00,31742,12505
1987-08-01,,,31743,12506
1990-09-21,1,1.00,31747,12507
1997-09-12,,,31768,12508
1989-03-11,,,31769,12509
1943-03-26,1,3.00,31770,12510
1938-12-01,1,5.00,31772,12511
2000-05-26,,,31774,12512
2007-12-08,1,2.00,31775,12513
2000-04-14,1,2.00,31776,12514
1933-08-18,1,1.00,31777,12515
2009-01-01,,,31780,12516
2004-03-03,,,31781,12517
1996-03-27,,,31789,12518
1935-03-08,,,31798,12519
1962-01-01,1,4.00,31804,12520
1998-01-01,,,31809,12521
1917-10-22,,,31819,12522
2002-01-01,,,31821,12523
2005-08-01,,,31855,12524
1971-04-30,,,31856,12525
1982-02-25,,,31858,12526
1989-02-17,,,31863,12527
1935-12-11,,,31866,12528
1939-10-05,,,31868,12529
2009-01-01,,,31869,12530
2000-02-23,,,31875,12531
2004-02-10,19,3.89,31878,12532
1936-05-22,,,31879,12533
2011-09-30,,,31880,12534
2008-09-03,,,31890,12535
1995-08-25,,,31894,12536
2009-01-01,,,31896,12537
1937-07-15,,,31899,12538
2010-01-20,,,31900,12539
1974-06-26,1,2.00,31901,12540
1937-03-05,1,5.00,31903,12541
1971-03-31,,,31906,12542
1997-11-15,,,31907,12543
1993-10-15,0,,31911,12544
1976-02-04,,,31913,12545
1979-01-01,,,31915,12546
1961-10-18,,,31916,12547
1966-05-25,,,31918,12548
1991-09-10,,,31922,12549
1990-10-12,2,4.00,31923,12550
1986-12-25,,,31924,12551
1989-01-01,,,31927,12552
2002-01-01,,,31932,12553
2006-02-27,1,5.00,31933,12554
1970-05-20,,,31935,12555
1953-04-04,,,31936,12556
1968-11-04,,,31937,12557
1968-05-15,,,31938,12558
1984-01-01,,,31939,12559
1978-08-02,1,2.00,31941,12560
1990-01-01,,,31942,12561
1973-05-23,,,31943,12562
1983-12-19,,,31944,12563
1987-10-23,,,31945,12564
1978-03-10,,,31948,12565
1975-01-01,,,31950,12566
1970-10-04,3,4.00,31952,12567
2005-07-20,,,31954,12568
1984-12-26,,,31955,12569
2004-09-01,1,3.00,31956,12570
1985-04-25,,,31957,12571
1992-01-31,,,31962,12572
1970-08-31,1,4.00,31963,12573
2010-02-09,1,1.00,31967,12574
2005-01-01,1,5.00,31973,12575
2005-02-04,,,31977,12576
1997-07-09,,,31978,12577
2006-01-01,,,31979,12578
1947-12-25,,,31980,12579
2009-05-16,,,31981,12580
2006-04-28,,,31983,12581
1956-07-21,,,31984,12582
2006-07-22,,,31985,12583
1935-10-18,,,31988,12584
2009-09-01,,,31991,12585
1939-03-24,,,31993,12586
1939-05-11,,,31995,12587
1942-04-24,,,31997,12588
1945-01-01,,,31998,12589
2008-01-01,1,4.00,32003,12590
1935-03-08,,,32004,12591
1961-03-31,,,32008,12592
2006-01-01,1,1.00,32013,12593
1982-12-11,,,32014,12594
2005-03-04,2,3.50,32017,12595
2005-03-04,3,2.33,32019,12596
1980-02-29,,,32020,12597
1973-01-16,,,32021,12598
2004-01-01,1,3.00,32022,12599
2004-02-05,1,4.00,32025,12600
1980-05-23,1,1.00,32027,12601
1977-03-23,9,3.67,32029,12602
1980-09-26,1,1.00,32030,12603
1986-01-01,13,3.54,32031,12604
1971-01-01,,,32034,12605
1990-03-09,,,32035,12606
1976-12-18,,,32037,12607
1988-12-08,,,32038,12608
1962-06-26,1,3.00,32041,12609
1982-11-19,,,32048,12610
1974-05-17,1,1.00,32050,12611
1975-06-01,,,32051,12612
1978-07-12,,,32052,12613
1975-01-01,,,32053,12614
1987-12-03,,,32064,12615
1982-07-30,,,32065,12616
2000-06-09,,,32067,12617
1968-04-02,,,32068,12618
1975-01-01,,,32069,12619
1959-07-17,,,32070,12620
1991-09-06,,,32074,12621
1989-01-01,,,32075,12622
1988-01-01,,,32079,12623
1973-01-01,,,32080,12624
1993-03-26,,,32083,12625
2009-10-10,,,32084,12626
1956-09-19,,,32087,12627
1984-10-19,,,32088,12628
2007-09-02,,,32092,12629
1940-11-08,0,,32093,12630
1977-06-15,,,32097,12631
2001-01-01,,,32099,12632
1976-10-02,,,32100,12633
1963-11-01,,,32105,12634
1964-06-01,,,32109,12635
1959-08-25,,,32113,12636
1998-03-27,,,32117,12637
1992-12-06,2,5.00,32119,12638
1943-11-10,1,4.00,32120,12639
1976-08-12,,,32122,12640
2009-11-13,,,32124,12641
2004-11-14,,,32128,12642
1944-12-23,,,32130,12643
1999-01-01,1,4.00,32139,12644
1972-01-01,,,32140,12645
1970-09-03,,,32142,12646
1974-03-20,,,32143,12647
1998-03-26,,,32144,12648
1985-01-01,,,32147,12649
1988-01-01,,,32148,12650
2007-01-01,,,32150,12651
2006-07-06,,,32152,12652
1993-06-18,1,1.00,32153,12653
2006-07-13,,,32157,12654
2006-12-20,,,32158,12655
2006-01-01,,,32159,12656
1934-05-11,1,4.00,32160,12657
2005-01-01,,,32162,12658
2005-11-11,1,3.00,32163,12659
2005-01-01,,,32164,12660
2000-09-08,,,32166,12661
2005-01-01,,,32168,12662
2009-01-29,,,32169,12663
2004-05-16,1,2.00,32170,12664
2004-10-02,1,5.00,32171,12665
2004-08-05,,,32173,12666
1968-07-04,1,2.00,32174,12667
1999-09-18,1,5.00,32182,12668
1940-12-13,1,1.00,32194,12669
1998-04-19,,,32195,12670
1940-08-30,,,32196,12671
1982-10-01,,,32202,12672
1971-11-30,1,4.00,32203,12673
2010-02-24,,,32206,12674
1995-08-10,,,32208,12675
1973-05-01,1,4.00,32211,12676
2005-01-27,1,3.00,32213,12677
2007-01-01,,,32226,12678
1987-03-06,,,32227,12679
2004-01-01,,,32228,12680
2004-01-01,,,32229,12681
2003-01-01,,,32233,12682
1977-10-02,2,4.50,32234,12683
2003-01-01,,,32235,12684
2003-08-01,,,32237,12685
2002-07-26,,,32242,12686
2000-09-11,,,32248,12687
2000-01-01,1,5.00,32249,12688
2000-02-11,,,32250,12689
2003-11-04,,,32263,12690
2008-08-06,,,32272,12691
1999-03-12,,,32273,12692
1999-12-10,,,32274,12693
2003-03-09,,,32276,12694
1931-02-18,2,2.50,32280,12695
1996-04-18,,,32284,12696
2008-01-01,,,32285,12697
2009-03-15,,,32286,12698
2005-03-17,1,5.00,32289,12699
2004-10-29,1,3.00,32291,12700
2003-08-15,1,3.00,32293,12701
1993-05-26,,,32295,12702
2005-03-11,6,2.33,32296,12703
2004-01-01,1,4.00,32298,12704
1975-09-10,,,32303,12705
1999-01-01,,,32305,12706
1999-01-01,,,32306,12707
1964-11-14,,,32307,12708
1996-03-15,2,4.50,32308,12709
2003-08-22,,,32316,12710
1931-04-03,,,32317,12711
1971-08-28,,,32319,12712
1976-01-01,,,32322,12713
1965-06-20,,,32323,12714
1998-10-23,,,32326,12715
1947-09-01,,,32327,12716
1962-10-24,1,5.00,32328,12717
1989-10-31,,,32329,12718
1997-01-01,,,32332,12719
1984-01-07,,,32334,12720
1982-06-06,,,32336,12721
2009-07-29,,,32338,12722
1937-08-06,1,3.00,32349,12723
1950-06-12,2,3.50,32369,12724
1948-02-13,2,3.50,32371,12725
1960-06-23,1,4.00,32381,12726
1985-04-26,1,4.00,32387,12727
1968-04-03,,,32388,12728
2009-01-01,,,32389,12729
2005-11-23,1,3.00,32390,12730
1963-08-11,1,3.00,32395,12731
2009-01-01,,,32407,12732
1937-12-24,1,5.00,32428,12733
1986-01-01,,,32446,12734
1992-04-17,,,32450,12735
2007-09-08,,,32451,12736
1997-09-07,1,3.00,32456,12737
1997-02-20,1,5.00,32460,12738
1991-10-11,1,3.00,32464,12739
2006-01-01,,,32465,12740
1981-12-22,,,32480,12741
2010-02-12,,,32497,12742
1995-09-15,2,2.00,32502,12743
2009-05-15,,,32511,12744
1987-12-04,1,5.00,32515,12745
1992-01-01,,,32517,12746
1984-02-17,,,32520,12747
2006-11-22,1,5.00,32523,12748
1953-09-16,2,5.00,32525,12749
2006-01-10,,,32532,12750
2008-01-01,,,32534,12751
2000-07-25,,,32536,12752
2008-01-01,,,32540,12753
1935-12-03,,,32543,12754
2002-10-04,,,32546,12755
2004-03-18,,,32547,12756
1949-08-01,,,32552,12757
1995-12-23,2,4.00,32554,12758
2002-02-23,1,4.00,32556,12759
1948-12-25,,,32558,12760
2009-09-25,,,32559,12761
1964-10-28,,,32560,12762
1996-01-30,1,4.00,32562,12763
1950-07-09,1,2.00,32563,12764
1890-11-21,,,32571,12765
1969-07-10,,,32575,12766
2001-08-10,,,32577,12767
2003-10-09,2,4.00,32582,12768
2005-04-01,80,4.18,32587,12769
2003-12-05,,,32588,12770
2001-04-19,,,32590,12771
2004-11-18,1,4.00,32591,12772
2001-10-28,1,1.00,32593,12773
1979-01-01,,,32594,12774
1987-01-01,,,32595,12775
1970-01-01,1,3.00,32599,12776
1987-09-28,1,2.00,32601,12777
2006-09-09,,,32604,12778
1965-09-27,,,32609,12779
1939-10-13,,,32610,12780
1961-12-14,,,32611,12781
2010-10-01,,,32612,12782
1973-01-11,,,32615,12783
2002-03-20,,,32616,12784
1975-07-01,,,32620,12785
1959-01-01,,,32623,12786
2006-04-30,,,32624,12787
1973-01-01,,,32627,12788
2008-08-01,,,32630,12789
1995-02-24,0,,32631,12790
1973-08-18,1,4.00,32632,12791
1961-07-26,,,32634,12792
1992-04-09,,,32635,12793
1994-09-13,2,3.50,32636,12794
1990-04-21,,,32638,12795
1997-11-09,,,32648,12796
2005-02-04,1,4.00,32649,12797
1933-02-18,1,4.00,32652,12798
2009-12-10,,,32654,12799
1984-08-24,,,32665,12800
2006-09-08,1,1.00,32666,12801
2006-03-16,,,32671,12802
1903-08-31,,,32673,12803
1978-10-14,,,32677,12804
2009-01-01,,,32678,12805
1920-05-10,,,32683,12806
1949-08-06,,,32684,12807
1996-09-11,1,3.00,32686,12808
2005-01-01,,,32687,12809
1962-03-30,,,32688,12810
1983-09-04,,,32689,12811
1990-03-23,,,32691,12812
1982-05-26,,,32692,12813
2002-01-01,,,32694,12814
2008-10-31,,,32695,12815
2004-10-16,,,32707,12816
2000-10-10,,,32708,12817
1926-08-28,1,3.00,32716,12818
1985-01-23,,,32720,12819
1968-11-27,1,3.00,32726,12820
1984-09-15,2,3.50,32728,12821
1974-06-20,1,4.00,32735,12822
2006-06-23,,,32740,12823
1994-01-01,,,32742,12824
2000-01-22,1,4.00,32743,12825
2009-06-06,,,32782,12826
2008-01-19,,,32790,12827
1976-10-07,1,5.00,32797,12828
1961-06-15,2,4.50,32825,12829
2007-01-01,1,1.00,32830,12830
1968-12-16,,,32831,12831
2000-08-11,,,32834,12832
2008-09-23,,,32836,12833
1982-01-01,2,4.50,32840,12834
1940-05-17,1,1.00,32844,12835
2010-02-23,,,32845,12836
1949-02-01,,,32850,12837
1969-09-18,3,3.33,32853,12838
1989-09-15,,,32855,12839
1943-11-11,,,32858,12840
1932-03-17,,,32859,12841
1943-09-17,,,32862,12842
2009-12-31,,,32866,12843
2009-01-17,,,32868,12844
1997-05-30,1,3.00,32872,12845
1941-06-21,2,3.00,32882,12846
1949-03-04,,,32887,12847
1994-02-17,,,32888,12848
1957-05-01,,,32891,12849
1962-05-05,1,4.00,32892,12850
2008-09-26,,,32893,12851
2009-03-01,1,3.00,32901,12852
2010-02-05,,,32904,12853
2009-11-26,,,32909,12854
1998-03-20,1,1.00,32911,12855
2010-02-16,,,32916,12856
1942-02-21,,,32921,12857
1990-04-03,,,32924,12858
2010-02-12,,,32926,12859
1924-04-26,,,32928,12860
1950-02-11,,,32929,12861
2010-02-18,,,32930,12862
2009-12-10,,,32932,12863
1997-12-13,,,32934,12864
1974-06-19,1,1.00,32940,12865
1954-04-16,1,4.00,32941,12866
1990-11-15,1,4.00,32943,12867
1946-10-25,,,32945,12868
2008-11-10,,,32946,12869
2009-08-07,,,32958,12870
1968-07-18,,,32969,12871
2009-01-01,1,1.00,32978,12872
2009-09-16,,,32985,12873
2005-09-30,1,2.00,32990,12874
1934-04-27,,,32996,12875
1931-01-17,,,33001,12876
2009-03-13,,,33002,12877
2006-03-10,,,33003,12878
2005-01-15,34,3.47,33004,12879
2003-04-14,,,33005,12880
2008-01-01,1,5.00,33009,12881
1925-11-01,,,33015,12882
1981-08-14,,,33016,12883
1972-09-27,,,33020,12884
1983-03-10,1,4.00,33021,12885
1938-09-16,,,33028,12886
1939-08-18,,,33030,12887
1941-01-31,1,4.00,33031,12888
1943-01-28,,,33034,12889
2008-10-17,,,33035,12890
1964-01-01,,,33037,12891
1943-10-23,,,33039,12892
1997-01-01,,,33045,12893
1944-03-23,,,33049,12894
1986-04-18,,,33055,12895
1973-12-20,,,33057,12896
1986-01-17,,,33061,12897
2004-12-23,,,33065,12898
2001-09-12,,,33068,12899
1946-05-13,,,33077,12900
1947-05-16,1,1.00,33079,12901
2005-06-24,,,33081,12902
1994-05-21,,,33095,12903
2005-01-01,,,33102,12904
1978-04-20,1,3.00,33104,12905
2009-01-20,,,33106,12906
1969-06-06,,,33108,12907
1948-12-25,,,33111,12908
1941-09-26,,,33112,12909
2006-02-24,1,2.00,33114,12910
2009-01-01,1,2.00,33116,12911
1950-09-02,,,33117,12912
1994-04-15,1,4.00,33124,12913
1997-07-13,,,33125,12914
1972-12-26,,,33126,12915
2008-01-01,,,33127,12916
2009-12-30,,,33130,12917
2008-08-03,,,33134,12918
1994-01-01,,,33135,12919
2005-04-22,2,3.50,33145,12920
2002-07-08,,,33146,12921
2004-06-18,,,33150,12922
2001-09-12,,,33152,12923
1980-06-06,1,4.00,33155,12924
1970-10-26,,,33157,12925
2005-04-27,1,1.00,33158,12926
2009-10-23,,,33159,12927
2005-05-03,10,3.20,33162,12928
1969-11-06,48,4.21,33166,12929
2004-05-20,7,4.14,33171,12930
2003-03-16,,,33175,12931
1998-02-19,,,33194,12932
2009-01-01,,,33195,12933
1998-12-14,,,33201,12934
1992-05-22,,,33202,12935
2003-10-23,,,33203,12936
1970-10-31,,,33205,12937
2004-11-16,,,33209,12938
2009-10-24,,,33215,12939
1955-05-05,,,33218,12940
1992-10-23,,,33221,12941
2003-03-07,,,33222,12942
1954-12-31,,,33224,12943
2008-10-04,,,33226,12944
1968-12-10,,,33228,12945
1891-01-01,,,33229,12946
2005-03-04,,,33241,12947
1996-03-22,2,3.00,33245,12948
2002-04-05,,,33251,12949
1999-11-19,,,33253,12950
2004-06-25,,,33255,12951
1979-08-03,,,33258,12952
2009-07-16,,,33272,12953
2009-11-06,,,33273,12954
2009-02-03,,,33274,12955
2004-04-02,,,33280,12956
2004-01-23,,,33294,12957
2008-09-06,,,33295,12958
2002-01-14,1,3.00,33296,12959
2008-01-29,,,33297,12960
1976-09-01,,,33301,12961
2001-09-05,,,33302,12962
1974-01-01,1,5.00,33303,12963
1992-01-31,,,33305,12964
1982-04-30,,,33310,12965
1929-08-03,1,4.00,33312,12966
2009-03-28,,,33314,12967
1890-11-21,,,33315,12968
1890-01-01,1,4.00,33316,12969
1890-11-21,,,33317,12970
1891-04-30,,,33318,12971
1956-01-21,1,4.00,33319,12972
1985-11-24,2,2.00,33321,12973
1976-10-15,,,33324,12974
1973-02-14,,,33331,12975
2001-09-10,,,33333,12976
1961-05-09,,,33336,12977
2008-11-28,,,33338,12978
2009-10-02,,,33340,12979
2001-01-01,,,33343,12980
1997-10-10,1,1.00,33344,12981
1986-07-02,1,5.00,33345,12982
2000-11-18,,,33355,12983
1980-01-01,,,33356,12984
2005-04-29,1,4.00,33358,12985
1966-04-20,,,33360,12986
2006-02-17,,,33365,12987
1985-11-20,0,,33367,12988
2006-07-28,,,33370,12989
2001-08-07,1,5.00,33371,12990
2006-01-14,1,1.00,33375,12991
2004-03-13,,,33377,12992
2001-07-27,,,33379,12993
1992-01-01,1,4.00,33380,12994
1967-11-04,,,33382,12995
1936-03-27,1,1.00,33386,12996
1936-08-14,,,33387,12997
1939-08-31,,,33388,12998
1939-11-15,,,33389,12999
1935-06-04,,,33390,13000
1934-09-12,,,33391,13001
1938-12-30,,,33392,13002
1935-01-21,,,33393,13003
1939-06-16,,,33394,13004
1935-10-14,,,33395,13005
2009-10-16,1,3.00,33407,13006
2008-09-07,2,2.50,33409,13007
1945-03-16,,,33419,13008
1944-08-01,1,1.00,33421,13009
2010-01-01,1,1.00,33427,13010
2002-01-01,,,33431,13011
2005-02-02,4,4.00,33437,13012
1987-07-21,,,33441,13013
2005-02-11,1,1.00,33446,13014
1964-09-25,,,33447,13015
2001-09-07,,,33457,13016
2004-04-09,,,33459,13017
2005-07-29,,,33460,13018
1978-09-16,,,33470,13019
1953-04-05,,,33472,13020
1950-08-05,,,33474,13021
1951-03-07,,,33475,13022
1955-01-01,,,33476,13023
1949-09-18,,,33477,13024
1982-10-15,,,33481,13025
1945-01-01,,,33482,13026
1943-06-02,,,33484,13027
1941-11-28,,,33486,13028
1993-01-01,1,2.00,33489,13029
1999-02-03,,,33491,13030
2005-05-17,62,3.90,33493,13031
2009-10-16,,,33494,13032
2007-10-26,2,3.00,33495,13033
2005-05-13,2,2.50,33499,13034
1999-07-04,,,33501,13035
2000-10-20,,,33504,13036
1993-04-23,,,33506,13037
2007-10-28,,,33510,13038
1995-06-06,1,2.00,33517,13039
1980-07-02,,,33518,13040
1941-05-30,,,33523,13041
1985-03-29,,,33525,13042
2006-03-16,,,33534,13043
1942-02-13,,,33541,13044
1995-01-30,0,,33542,13045
1973-01-01,,,33543,13046
1989-01-27,,,33545,13047
1946-08-16,,,33546,13048
1947-10-07,,,33551,13049
2010-01-29,1,4.00,33556,13050
2001-10-26,,,33557,13051
2009-01-23,1,3.00,33558,13052
2006-06-02,,,33563,13053
1968-05-15,1,2.00,33564,13054
2008-01-18,,,33569,13055
2009-10-20,,,33582,13056
1944-02-18,2,3.00,33587,13057
2007-08-06,,,33588,13058
1988-05-20,1,3.00,33592,13059
1943-01-01,,,33600,13060
1992-01-01,,,33604,13061
2004-02-16,,,33611,13062
2005-05-25,28,3.50,33615,13063
2004-06-19,1,4.00,33621,13064
2004-06-16,,,33624,13065
2002-01-01,,,33625,13066
2009-01-01,,,33627,13067
1938-08-31,,,33630,13068
1994-11-04,,,33633,13069
1972-12-18,,,33638,13070
2005-05-13,6,4.00,33639,13071
2004-10-09,1,4.00,33641,13072
1998-08-14,,,33644,13073
1997-08-27,1,5.00,33657,13074
1996-11-30,19,3.79,33660,13075
1977-12-22,1,3.00,33665,13076
1966-06-09,,,33666,13077
1947-11-11,,,33667,13078
1957-05-16,,,33668,13079
2005-06-01,4,4.00,33669,13080
1980-06-06,,,33670,13081
2005-06-03,1,4.00,33672,13082
1951-08-29,,,33673,13083
1983-04-08,,,33676,13084
2005-06-10,3,2.00,33681,13085
2005-06-29,1,3.00,33682,13086
2003-06-18,2,2.50,33683,13087
2001-11-08,1,1.00,33684,13088
2003-02-14,1,1.00,33688,13089
1995-11-17,1,1.00,33689,13090
1969-06-23,,,33691,13091
2002-09-20,,,33693,13092
1979-11-22,,,33701,13093
1936-01-17,,,33708,13094
1933-12-22,1,5.00,33709,13095
1961-09-27,,,33710,13096
2005-01-01,,,33712,13097
2007-04-19,,,33714,13098
1998-10-16,,,33719,13099
1981-09-25,,,33721,13100
2005-03-24,,,33723,13101
1959-09-15,,,33725,13102
1960-03-09,,,33726,13103
1963-12-25,,,33728,13104
1963-06-05,,,33729,13105
1967-04-19,,,33730,13106
1958-04-24,,,33731,13107
1970-05-01,,,33733,13108
1962-01-01,,,33735,13109
1974-06-21,,,33740,13110
1968-12-05,,,33744,13111
2004-11-05,1,4.00,33750,13112
1953-04-27,,,33754,13113
1946-08-11,1,4.00,33760,13114
1962-04-12,,,33765,13115
